scene_id,im_id,obj_id,score,R,t,time
56,357,10,0.948458194732666,0.9982184171676636  0.02068476565182209  0.05596569925546646  0.05952027812600136  -0.4107033610343933  -0.9098241925239563  0.004165801219642162  0.9115343689918518  -0.4112028479576111,7.253377698361874  96.61265462636948  788.6242270469666,-1
56,1078,10,0.9999727010726929,0.792972207069397  -0.6020256280899048  -0.09359600394964218  -0.31040436029434204  -0.2670173943042755  -0.9123326539993286  0.5242559313774109  0.7525070905685425  -0.3986087441444397,59.169258922338486  87.60350942611694  782.6786041259766,-1
50,1593,10,0.9999676942825317,-0.4439813792705536  -0.8958264589309692  0.01938137412071228  -0.21932394802570343  0.12962064146995544  0.9670034050941467  -0.8687794208526611  0.42508071660995483  -0.25402534008026123,87.83207088708878  75.80681890249252  771.2212800979614,-1
56,1135,10,0.9999897480010986,0.7539313435554504  -0.6562092304229736  -0.03125975653529167  -0.303279310464859  -0.3054453432559967  -0.9026212096214294  0.5827601552009583  0.6899948716163635  -0.42929941415786743,47.52141609787941  66.5019229054451  821.7068910598755,-1
50,1105,10,0.9990659356117249,-0.057919636368751526  -0.9953406453132629  -0.07708887755870819  -0.3122350871562958  -0.05528376251459122  0.9483950734138489  -0.9482377767562866  0.0790005475282669  -0.3075782358646393,79.07503098249435  106.02251440286636  684.651255607605,-1
56,1064,10,0.9999040365219116,0.7997949123382568  -0.5945128202438354  -0.08296249806880951  -0.3095465302467346  -0.29006266593933105  -0.9055630564689636  0.514304518699646  0.7499455809593201  -0.4160199463367462,59.06429514288902  77.37570255994797  751.0702610015869,-1
50,1743,10,0.9998199343681335,-0.32861506938934326  -0.9437441229820251  0.03687204420566559  -0.20958587527275085  0.11093411594629288  0.9714768528938293  -0.9209159016609192  0.31151407957077026  -0.23424997925758362,73.10504466295242  77.52685993909836  701.98655128479,-1
56,589,10,0.9996970891952515,0.9835251569747925  -0.1802806407213211  -0.01330811157822609  -0.07781615108251572  -0.35577842593193054  -0.9313251376152039  0.1631651520729065  0.9170172810554504  -0.3639458119869232,54.05247583985329  97.29422628879547  800.9992837905884,-1
50,1564,10,0.9998286962509155,-0.19929277896881104  -0.9785577654838562  0.05203123018145561  -0.08520228415727615  0.07019862532615662  0.9938877820968628  -0.9762289524078369  0.19364148378372192  -0.09736542403697968,82.13747292757034  70.76123356819153  734.4680428504944,-1
50,1656,10,0.9999635219573975,-0.3853805959224701  -0.9219170808792114  0.0393812358379364  -0.1766188144683838  0.1155846044421196  0.977469265460968  -0.9056972861289978  0.36974218487739563  -0.20737196505069733,82.65623450279236  71.51317596435547  755.5946707725525,-1
50,1480,10,0.999919056892395,-0.30406704545021057  -0.9523492455482483  0.023958463221788406  -0.20432566106319427  0.08976002782583237  0.9747788906097412  -0.9304807186126709  0.29150286316871643  -0.22188247740268707,81.91487193107605  122.30990082025528  767.1803832054138,-1
50,1044,10,0.9963434338569641,-0.01785271055996418  -0.9968628287315369  -0.0771089717745781  -0.30147525668144226  -0.06816498190164566  0.9510343074798584  -0.9533069133758545  0.04022499918937683  -0.2993125915527344,79.8330307006836  95.75255960226059  700.4169821739197,-1
56,1116,10,0.9999688863754272,0.7824119925498962  -0.6212913990020752  -0.04276156425476074  -0.2838243544101715  -0.2946251630783081  -0.912490963935852  0.5543240904808044  0.7260806560516357  -0.40685591101646423,66.51477515697479  71.82350009679794  786.0316634178162,-1
56,1054,10,0.9997103810310364,0.7916155457496643  -0.602500855922699  -0.10167429596185684  -0.3273181617259979  -0.27763837575912476  -0.9032052755355835  0.5159533023834229  0.7482711672782898  -0.41699230670928955,45.72023078799248  77.78667658567429  737.2242212295532,-1
50,1711,10,0.9999626874923706,-0.35011300444602966  -0.9353986978530884  0.04949940741062164  -0.19940587878227234  0.12606056034564972  0.971774697303772  -0.91523677110672  0.3303605616092682  -0.23065945506095886,61.037253588438034  75.18507540225983  714.3304347991943,-1
50,1216,10,0.9943338632583618,-0.48080113530158997  -0.8660876750946045  -0.1368299424648285  -0.4416946768760681  0.10442662984132767  0.8910672664642334  -0.7574536800384521  0.48886317014694214  -0.4327547550201416,73.16043972969055  108.27097296714783  691.9912695884705,-1
56,39,10,0.9550591111183167,0.8394261002540588  0.5336966514587402  0.10262523591518402  0.3662661015987396  -0.41603362560272217  -0.832325279712677  -0.40151363611221313  0.736263632774353  -0.5447043180465698,13.222942128777504  97.90686517953873  780.853807926178,-1
56,85,10,0.9688368439674377,0.8413740992546082  0.4933505654335022  0.22066965699195862  0.45774415135383606  -0.433430016040802  -0.7762787342071533  -0.2873327136039734  0.754150927066803  -0.5905050039291382,14.078175649046898  96.4769721031189  783.1587195396423,-1
56,143,10,0.975742757320404,0.8925369381904602  0.3575510084629059  0.2748367488384247  0.4213374853134155  -0.4438534080982208  -0.7908658981323242  -0.1607876718044281  0.8216760158538818  -0.5468051433563232,44.86360400915146  87.27603405714035  823.5157132148743,-1
56,517,10,0.9989773035049438,0.9783851504325867  -0.1820525974035263  -0.0980791226029396  -0.16094234585762024  -0.37255343794822693  -0.9139482378959656  0.1298469603061676  0.909978449344635  -0.3938007056713104,7.865295745432377  85.31228452920914  787.4906659126282,-1
50,1756,10,0.9999655485153198,-0.4368370473384857  -0.8989556431770325  0.032439976930618286  -0.21826495230197906  0.14091052114963531  0.9656627774238586  -0.8726590871810913  0.41475674510002136  -0.25776541233062744,73.61305505037308  75.7022500038147  705.4094076156616,-1
56,535,10,0.9995359182357788,0.9856539368629456  -0.15880201756954193  -0.057168178260326385  -0.11065387725830078  -0.352247416973114  -0.9293424487113953  0.12744411826133728  0.9223360419273376  -0.36476609110832214,27.720000594854355  95.62307596206665  773.3627557754517,-1
50,757,10,0.9982319474220276,-0.1603643149137497  -0.945789098739624  -0.28242960572242737  -0.357121080160141  -0.21115395426750183  0.9098783731460571  -0.9201890826225281  0.2467736005783081  -0.3038996458053589,83.22732150554657  110.0432500243187  838.9920592308044,-1
56,254,10,0.9710502624511719,0.9511902928352356  0.22793664038181305  0.20804335176944733  0.2861155867576599  -0.39871761202812195  -0.8712990880012512  -0.115650475025177  0.8882956504821777  -0.4444724917411804,32.612599432468414  95.36721557378769  810.6378316879272,-1
56,1087,10,0.9999819993972778,0.773439884185791  -0.625287652015686  -0.10395204275846481  -0.3511017858982086  -0.2860698997974396  -0.8915669918060303  0.5277482271194458  0.726071298122406  -0.44079750776290894,64.51808661222458  84.70422029495239  817.5586462020874,-1
56,1049,10,0.9999175071716309,0.7788475751876831  -0.6213266849517822  -0.0857299193739891  -0.32758980989456177  -0.28641045093536377  -0.9003632664680481  0.5348657369613647  0.7293300628662109  -0.42661041021347046,40.939539670944214  83.81954580545425  774.745762348175,-1
50,1719,10,0.9999755620956421,-0.4520909786224365  -0.8915987014770508  0.02579486556351185  -0.1959242969751358  0.12747427821159363  0.972298264503479  -0.8701880574226379  0.43451347947120667  -0.23231583833694458,64.27758187055588  66.97260588407516  710.9763026237488,-1
50,671,10,0.9990243911743164,0.28805601596832275  -0.930411159992218  -0.2266247272491455  -0.20309308171272278  -0.29062849283218384  0.9350338578224182  -0.9358294606208801  -0.22331620752811432  -0.27267736196517944,33.84875878691673  82.98690617084503  762.249767780304,-1
56,62,10,0.9679131507873535,0.7798201441764832  0.3801117241382599  -0.49738872051239014  0.5891839861869812  -0.7141339182853699  0.3779878616333008  -0.21152453124523163  -0.5878159999847412  -0.7808518409729004,-2.4219993501901627  118.59799921512604  851.2681722640991,-1
56,1028,10,0.9999402761459351,0.7998496890068054  -0.5873743891716003  -0.12341749668121338  -0.33848029375076294  -0.2716231048107147  -0.9009174704551697  0.4956526756286621  0.7623728513717651  -0.416072279214859,38.84545713663101  72.26172834634781  742.7472472190857,-1
56,644,10,0.9996345043182373,0.970920741558075  -0.23920060694217682  -0.009801730513572693  -0.09773341566324234  -0.3586617112159729  -0.9283372759819031  0.21854333579540253  0.9022997617721558  -0.3716099262237549,51.22260004281998  87.51077204942703  819.5648789405823,-1
56,1025,10,0.9999314546585083,0.7995519638061523  -0.5873667001724243  -0.12536796927452087  -0.34408149123191833  -0.2768843173980713  -0.8971861004829407  0.49226483702659607  0.7604836821556091  -0.42348533868789673,41.986994445323944  70.08326053619385  746.3043928146362,-1
50,633,10,0.9980809688568115,0.8449064493179321  0.5345612168312073  0.0194256454706192  -0.26642370223999023  0.45203396677970886  -0.8512836694717407  -0.46384429931640625  0.7140796184539795  0.5243461728096008,0.6394920637831092  72.45755195617676  768.5569524765015,-1
56,75,10,0.984626829624176,0.8550854921340942  0.4415709674358368  0.2717421054840088  0.4625462293624878  -0.4128621816635132  -0.7845991253852844  -0.23426418006420135  0.7965927124023438  -0.5572795867919922,9.247807785868645  96.96336090564728  777.308464050293,-1
50,721,10,0.9837148785591125,0.2957402169704437  -0.9494014382362366  -0.10571121424436569  -0.5178014039993286  -0.06632691621780396  -0.8529258370399475  0.8027574419975281  0.3069818615913391  -0.5112168788909912,61.55630201101303  89.97482806444168  809.5633387565613,-1
56,116,10,0.9973809123039246,0.8315609097480774  0.33801785111427307  -0.44073840975761414  0.542464017868042  -0.6647173762321472  0.5136960744857788  -0.11932801455259323  -0.6662542819976807  -0.7361155152320862,22.799314931035042  89.77146446704865  783.8149666786194,-1
50,769,10,0.9926421046257019,0.5522043704986572  0.8307039141654968  0.07071977853775024  -0.7110742926597595  0.5135648250579834  -0.48023372888565063  -0.43525126576423645  0.2149001508951187  0.8742849826812744,81.91154897212982  95.0695127248764  836.3964557647705,-1
50,1280,10,0.9991680383682251,-0.2661941945552826  -0.9622411727905273  -0.056856919080019  -0.31191179156303406  0.030175358057022095  0.9496318101882935  -0.9120590686798096  0.27052080631256104  -0.30816683173179626,71.10179215669632  101.47932916879654  684.1359734535217,-1
50,620,10,0.9996343851089478,0.3661916255950928  -0.9053957462310791  -0.21485355496406555  -0.205050528049469  -0.3037283420562744  0.9304318428039551  -0.9076661467552185  -0.29666051268577576  -0.2968747019767761,-3.236431395635009  93.7245637178421  777.2387266159058,-1
56,527,10,0.997417688369751,0.971358597278595  -0.20336458086967468  -0.12290365248918533  -0.19304601848125458  -0.37380918860435486  -0.9071933627128601  0.13854847848415375  0.9049361348152161  -0.40236154198646545,14.614548534154892  86.83326095342636  794.7291135787964,-1
52,524,11,0.9996968507766724,0.9030940532684326  0.41435545682907104  0.1128310114145279  0.2674787938594818  -0.33717986941337585  -0.9026433229446411  -0.33597084879875183  0.8453516960144043  -0.41533637046813965,-70.26379555463791  -61.45017966628075  853.4477949142456,-1
58,576,11,0.9999833106994629,-0.8620572090148926  -0.5047828555107117  0.04529613256454468  -0.1983368694782257  0.2537631094455719  -0.9467137455940247  0.46639034152030945  -0.8251053094863892  -0.31887537240982056,-26.48480050265789  -17.52694696187973  927.495002746582,-1
58,529,11,0.9999867677688599,-0.7728977203369141  -0.63376384973526  0.031188858672976494  -0.07576893270015717  0.04337872192263603  -0.9961814284324646  0.629990816116333  -0.7723093628883362  -0.08154690265655518,-57.52859264612198  22.9717418551445  900.1155495643616,-1
56,128,11,0.9999974966049194,-0.8032436966896057  -0.5908396244049072  0.0755520612001419  -0.2487252950668335  0.2174486368894577  -0.9438494443893433  0.5412349700927734  -0.7769327759742737  -0.32162097096443176,88.85948359966278  -2.9628616757690907  759.8956227302551,-1
58,30,11,0.9999963045120239,-0.9964572787284851  -0.07314404845237732  0.04150618240237236  -0.06556125730276108  0.3664928674697876  -0.9281080961227417  0.052673861384391785  -0.9275413155555725  -0.36998990178108215,-39.84198719263077  26.997150853276253  848.8152027130127,-1
52,61,11,0.9855216145515442,0.5687124729156494  0.8075217008590698  0.1564447432756424  0.5549748539924622  -0.23633088171482086  -0.7975905537605286  -0.6070988774299622  0.5404225587844849  -0.5825585722923279,32.89852291345596  -6.29029655829072  945.9998607635498,-1
58,553,11,0.9999884366989136,-0.824000895023346  -0.5659186840057373  0.027542755007743835  -0.13797855377197266  0.1532796025276184  -0.9785024523735046  0.549531102180481  -0.810087263584137  -0.20438715815544128,-46.51333391666412  13.25472816824913  907.4902534484863,-1
52,527,11,0.9996122717857361,0.896710991859436  0.4253940284252167  0.12226738035678864  0.27982640266418457  -0.3308221399784088  -0.9012511372566223  -0.3429381549358368  0.8423755764961243  -0.4156883656978607,-58.80246311426163  -56.70616030693054  853.40815782547,-1
56,119,11,0.9999982118606567,-0.8219724297523499  -0.5651727318763733  0.07029353827238083  -0.23213529586791992  0.21976187825202942  -0.9475325345993042  0.5200716257095337  -0.7951632142066956  -0.3118347227573395,85.79158037900925  -2.2475598379969597  754.8658847808838,-1
52,638,11,0.9987805485725403,0.965591311454773  0.24848350882530212  0.07674233615398407  0.15699225664138794  -0.32168275117874146  -0.9337416887283325  -0.20733270049095154  0.9136608839035034  -0.34962406754493713,-71.8979611992836  23.468470200896263  954.3440341949463,-1
58,1035,11,0.9999967813491821,-0.4955917298793793  -0.8678739666938782  0.034400708973407745  -0.20151756703853607  0.07636826485395432  -0.9765030741691589  0.8448546528816223  -0.49087926745414734  -0.21273934841156006,-1.9961381331086159  20.331675186753273  911.1220836639404,-1
52,175,11,0.9469893574714661,0.7702594995498657  0.6342301964759827  0.06672757118940353  0.3729063868522644  -0.3630485534667969  -0.8538950681686401  -0.5173406600952148  0.6826038956642151  -0.5161499977111816,-82.66066759824753  -58.234803378582  967.7298069000244,-1
56,132,11,0.999997615814209,-0.8084766268730164  -0.5840898752212524  0.0721413865685463  -0.24927473068237305  0.22881197929382324  -0.9410138130187988  0.5331299304962158  -0.7787707448005676  -0.33058804273605347,89.21483904123306  -5.120016634464264  760.1239681243896,-1
52,543,11,0.99896240234375,0.8753265738487244  0.4667249023914337  0.12637712061405182  0.30299845337867737  -0.32576197385787964  -0.895584225654602  -0.3768225908279419  0.8222208023071289  -0.42656511068344116,-82.12839066982269  -52.71557718515396  865.6986951828003,-1
56,553,11,0.9999608993530273,-0.980127215385437  -0.19428294897079468  0.04005922004580498  -0.09947247803211212  0.3066408634185791  -0.9466132521629333  0.17162702977657318  -0.9317861199378967  -0.3198728859424591,88.5273739695549  6.212151609361172  764.5873427391052,-1
58,541,11,0.9999831914901733,-0.7816217541694641  -0.6228603720664978  0.03335336595773697  -0.08431684970855713  0.05252459645271301  -0.995053768157959  0.6180277466773987  -0.7805678844451904  -0.0935719907283783,-52.342675626277924  24.017898365855217  900.2383947372437,-1
56,140,11,0.9999982118606567,-0.806201696395874  -0.5867025256156921  0.07628228515386581  -0.2338731288909912  0.19759589433670044  -0.951976478099823  0.5434538722038269  -0.7853254675865173  -0.2965161204338074,95.55526822805405  -1.5772129409015179  761.0104084014893,-1
58,215,11,0.9999827146530151,-0.984799861907959  -0.1725568324327469  0.019837340340018272  -0.09471426904201508  0.4377586245536804  -0.8940898776054382  0.14559733867645264  -0.8823783993721008  -0.447448194026947,-55.63419312238693  -9.191754274070263  837.6619219779968,-1
52,742,11,0.9886298179626465,0.6739876866340637  0.7387060523033142  -0.007356364279985428  -0.11872556805610657  0.09848470985889435  -0.9880308508872986  -0.7291398048400879  0.6667940616607666  0.15408077836036682,-128.78082692623138  -53.64623665809631  900.8428454399109,-1
58,662,11,0.9999825954437256,-0.774116039276123  -0.6268082857131958  0.08863116055727005  -0.25484082102775574  0.1804000288248062  -0.9500061869621277  0.5794827938079834  -0.7580019235610962  -0.29938697814941406,-35.06097197532654  -38.19863125681877  932.0199489593506,-1
56,104,11,0.9999982118606567,-0.7773178219795227  -0.6259651780128479  0.06280698627233505  -0.23278169333934784  0.1934359073638916  -0.9530977010726929  0.5844568610191345  -0.7554800510406494  -0.29607439041137695,72.84455746412277  3.103310475125909  759.6399784088135,-1
52,39,11,0.9893524646759033,0.6052506566047668  0.7836618423461914  0.13980704545974731  0.550342321395874  -0.2850436568260193  -0.7847762703895569  -0.5751479864120483  0.5519280433654785  -0.6038050055503845,24.607675150036812  -8.666194044053555  958.0454230308533,-1
52,567,11,0.9995757937431335,0.9240552186965942  0.3669138252735138  0.10722041130065918  0.2369188368320465  -0.32960420846939087  -0.9139095544815063  -0.29998570680618286  0.8699054718017578  -0.3915012776851654,-92.1979695558548  -36.74349561333656  909.3044400215149,-1
52,544,11,0.9998708963394165,0.919344961643219  0.3697880804538727  0.13439376652240753  0.27306488156318665  -0.3537518382072449  -0.8945922255516052  -0.2832675278186798  0.8591371178627014  -0.4261960983276367,-81.68981969356537  -51.23213306069374  869.6132898330688,-1
52,561,11,0.9996356964111328,0.8953428268432617  0.4324153959751129  0.10666914284229279  0.27743250131607056  -0.35412994027137756  -0.8930975198745728  -0.3484143614768982  0.8292219042778015  -0.4370337128639221,-93.70831400156021  -41.2825271487236  889.0620470046997,-1
52,608,11,0.9994069337844849,0.9494132995605469  0.30361655354499817  0.080196313560009  0.18179595470428467  -0.3231707215309143  -0.9287146925926208  -0.2560560405254364  0.8963134288787842  -0.3620188236236572,-90.96473455429077  -10.946264490485191  959.129273891449,-1
52,520,11,0.9993900060653687,0.8756546378135681  0.46805906295776367  0.1189526617527008  0.3178635239601135  -0.37315210700035095  -0.8716194033622742  -0.36358195543289185  0.8010483384132385  -0.4755312502384186,-82.15593546628952  -59.36279892921448  847.4013209342957,-1
58,1669,11,0.9999932050704956,-0.9877074360847473  -0.1537480652332306  -0.028203560039401054  0.04136388376355171  -0.08308129012584686  -0.9956838488578796  0.15074129402637482  -0.9846110939979553  0.08841964602470398,-37.91902959346771  -12.460635043680668  880.5616497993469,-1
58,107,11,0.9999903440475464,-0.9981862306594849  -0.022553464397788048  0.055818114429712296  -0.06017405539751053  0.4021886885166168  -0.9135773777961731  -0.0018450799398124218  -0.9152790307998657  -0.4028162658214569,-79.27042245864868  16.820022836327553  827.6642560958862,-1
52,71,11,0.8802440762519836,0.5641747713088989  0.8130344152450562  0.14381210505962372  0.5501735806465149  -0.24031470715999603  -0.799723744392395  -0.6156427264213562  0.5303055644035339  -0.5828895568847656,25.45373886823654  -15.169449150562286  950.2767324447632,-1
52,582,11,0.9996604919433594,0.927788496017456  0.35942286252975464  0.10011880844831467  0.23115193843841553  -0.34307730197906494  -0.9104211330413818  -0.2928777039051056  0.8678209185600281  -0.4013844430446625,-79.82548326253891  -23.85791577398777  922.9433536529541,-1
56,753,11,0.9999605417251587,-0.9664012789726257  -0.2545548975467682  0.03563963621854782  -0.11367087066173553  0.29888778924942017  -0.9474939703941345  0.2305370569229126  -0.919710636138916  -0.31778109073638916,110.39793491363525  3.7187719717621803  760.2424621582031,-1
56,578,11,0.9999880790710449,-0.975106418132782  -0.2161334902048111  0.0495356060564518  -0.11622978001832962  0.3079640567302704  -0.9442715048789978  0.18883350491523743  -0.9265226721763611  -0.3254188597202301,116.6061982512474  -0.6222607335075736  772.4735140800476,-1
56,1124,11,0.9263167977333069,-0.9449770450592041  0.32702305912971497  0.008623762987554073  0.11447873711585999  0.35526642203330994  -0.9277287125587463  -0.30645236372947693  -0.8756951093673706  -0.37315577268600464,120.69112062454224  -29.670370742678642  804.5293688774109,-1
52,98,11,0.7034813165664673,0.6175649762153625  0.7753491401672363  0.13208778202533722  0.49031487107276917  -0.2482081949710846  -0.8354542851448059  -0.6149835586547852  0.5807119607925415  -0.5334499478340149,-27.37252414226532  3.5633009392768145  947.1139311790466,-1
56,634,11,0.9998660087585449,-0.9831263422966003  -0.1710328757762909  0.06488722562789917  -0.1149447038769722  0.30164778232574463  -0.946465253829956  0.14230357110500336  -0.9379532933235168  -0.31621718406677246,105.25107383728027  -7.638414390385151  799.9369502067566,-1
52,587,11,0.9987758994102478,0.9105007648468018  0.39978641271591187  0.10563699156045914  0.25852087140083313  -0.35096418857574463  -0.8999950885772705  -0.32273098826408386  0.8467555046081543  -0.4229063093662262,-73.4214186668396  -32.339997589588165  927.1921515464783,-1
52,622,11,0.99872225522995,0.9492371678352356  0.3064202070236206  0.07110223174095154  0.17374560236930847  -0.3223068118095398  -0.9305540323257446  -0.26222386956214905  0.8956702351570129  -0.35918474197387695,-84.49837565422058  -3.1375528778880835  961.3398313522339,-1
52,516,11,0.9953387975692749,0.8785232901573181  0.46243107318878174  0.11981002986431122  0.3039398193359375  -0.3476095199584961  -0.8870108723640442  -0.36853423714637756  0.8156747817993164  -0.4459342956542969,-87.33035624027252  -56.257978081703186  849.0933179855347,-1
52,604,11,0.9996503591537476,0.7881123423576355  0.6127262115478516  0.058699093759059906  0.24729406833648682  -0.2278580367565155  -0.9417677521705627  -0.5636706948280334  0.7567347288131714  -0.3311012387275696,-83.0906555056572  -29.39699776470661  941.9564008712769,-1
52,666,11,0.9997177720069885,0.9486353993415833  0.30568060278892517  0.08154939860105515  0.19111260771751404  -0.3482643663883209  -0.9177079796791077  -0.2521247863769531  0.8861554265022278  -0.38879528641700745,-50.54821074008942  0.39349732105620205  896.7630863189697,-1
52,1,11,0.9820758104324341,0.6556995511054993  0.7375962138175964  0.16127616167068481  0.5507418513298035  -0.3211379051208496  -0.7704246044158936  -0.5164702534675598  0.5939885973930359  -0.6167951226234436,17.99130253493786  -14.256988652050495  965.8275246620178,-1
58,1164,11,0.9999991655349731,-0.6216915845870972  -0.7831002473831177  -0.015927931293845177  -0.16216285526752472  0.14858019351959229  -0.9755136966705322  0.766291618347168  -0.6038858294487  -0.219360813498497,-29.924146831035614  -19.802529364824295  885.6281042098999,-1
58,1599,11,0.9999852180480957,-0.9950450658798218  -0.07118437439203262  -0.0694131925702095  0.08127053827047348  -0.180148184299469  -0.980276346206665  0.057275690138339996  -0.9810604453086853  0.18504072725772858,-57.75504931807518  0.9037388954311609  858.0352663993835,-1
52,167,11,0.9446813464164734,0.7887395024299622  0.6091998815536499  0.08225342631340027  0.3695443570613861  -0.3629600405693054  -0.8553929328918457  -0.49125054478645325  0.7050783634185791  -0.511407196521759,-86.20139956474304  -56.65880814194679  970.2062010765076,-1
52,80,11,0.9035210013389587,0.5808453559875488  0.8000550866127014  0.15010276436805725  0.5371044278144836  -0.23812155425548553  -0.8092077374458313  -0.6116678714752197  0.5506453514099121  -0.5680248737335205,6.639878731220961  -4.143488593399525  947.6898312568665,-1
52,150,11,0.8909326195716858,0.7228175401687622  0.6859509348869324  0.08370360732078552  0.4039157032966614  -0.3210981488227844  -0.8565911650657654  -0.5607023239135742  0.6529682278633118  -0.509161651134491,-96.36252373456955  -33.8289774954319  965.8809900283813,-1
56,601,11,0.9999825954437256,-0.9744235873222351  -0.21470209956169128  0.06634508073329926  -0.13096608221530914  0.3026658892631531  -0.9440556168556213  0.18261034786701202  -0.9285990595817566  -0.32304346561431885,121.3158667087555  3.342126030474901  793.674111366272,-1
56,1071,11,0.8569055199623108,-0.9274542927742004  0.373932808637619  0.001643824391067028  0.12547338008880615  0.3153429627418518  -0.9406461119651794  -0.3522568941116333  -0.872200071811676  -0.33938485383987427,106.57090693712234  -14.465836808085442  769.7840332984924,-1
52,171,11,0.8896890878677368,0.7622473239898682  0.6422290205955505  0.08075300604104996  0.39132604002952576  -0.3578518331050873  -0.8478243350982666  -0.51559978723526  0.6778524518013  -0.524092435836792,-84.18477326631546  -60.01339107751846  969.633162021637,-1
52,537,11,0.9991071820259094,0.8892762064933777  0.44069328904151917  0.12238166481256485  0.29152873158454895  -0.33998146653175354  -0.8941049575805664  -0.35241854190826416  0.830784022808075  -0.43081220984458923,-65.37599861621857  -47.61616885662079  854.9440503120422,-1
56,631,11,0.9999654293060303,-0.9844416975975037  -0.16308283805847168  0.0654103085398674  -0.11307388544082642  0.30303865671157837  -0.9462461471557617  0.13449464738368988  -0.9389203190803528  -0.3167642652988434,104.04280573129654  -7.175898645073175  799.4924187660217,-1
56,538,11,0.9999744892120361,-0.9765908718109131  -0.2115546613931656  0.038922861218452454  -0.10360455513000488  0.3040294349193573  -0.9470122456550598  0.18851114809513092  -0.9288761019706726  -0.31883037090301514,84.60031449794769  8.685994893312454  755.5696964263916,-1
56,570,11,0.9999881982803345,-0.9709254503250122  -0.2346007227897644  0.04760539159178734  -0.12280406057834625  0.317435085773468  -0.9402947425842285  0.20548219978809357  -0.9188022017478943  -0.33701571822166443,111.91537976264954  -6.1669256538152695  770.185649394989,-1
52,625,11,0.9995726943016052,0.9305331110954285  0.3585584759712219  0.07445869594812393  0.19939185678958893  -0.32552802562713623  -0.9242696762084961  -0.30716633796691895  0.8749099373817444  -0.37440821528434753,-80.70765435695648  2.055434975773096  964.4123315811157,-1
58,660,11,0.9999850988388062,-0.7401673793792725  -0.6663846969604492  0.08991002291440964  -0.26399338245391846  0.16500569880008698  -0.950305700302124  0.6184334754943848  -0.7271208167076111  -0.29805293679237366,-32.77220577001572  -37.70602121949196  931.9290518760681,-1
58,561,11,0.9999901056289673,-0.7783060073852539  -0.6275408864021301  0.020789485424757004  -0.0816567987203598  0.06833446025848389  -0.9943150281906128  0.622552752494812  -0.7755789160728455  -0.10442809760570526,-36.00640594959259  -5.331381224095821  913.9127135276794,-1
58,940,11,0.9999953508377075,-0.5600192546844482  -0.8282786011695862  0.018251456320285797  -0.30960768461227417  0.18879781663417816  -0.9319326877593994  0.7684540152549744  -0.5275511145591736  -0.36217179894447327,-6.550561171025038  -37.732671946287155  912.0163917541504,-1
58,531,11,0.9999712705612183,-0.80814528465271  -0.5878626108169556  0.036313753575086594  -0.0694761574268341  0.03392251208424568  -0.9970067739486694  0.5848711133003235  -0.8082492351531982  -0.06825675815343857,-54.832473397254944  26.031620800495148  903.9514660835266,-1
56,1046,11,0.982709527015686,-0.9341500997543335  0.3554922938346863  -0.03144630789756775  0.17144253849983215  0.36973175406455994  -0.9131844639778137  -0.3130033314228058  -0.8584426045417786  -0.40633144974708557,81.79600536823273  -22.0667514950037  746.7974424362183,-1
58,646,11,0.9999747276306152,-0.7191860675811768  -0.6889920234680176  0.08978584408760071  -0.28313350677490234  0.17259961366653442  -0.9434218406677246  0.6345130801200867  -0.7039172053337097  -0.31920796632766724,-9.412797167897224  -47.04481363296509  928.8656711578369,-1
58,124,11,0.9999922513961792,-0.996819794178009  -0.06363781541585922  0.04796350374817848  -0.07032129168510437  0.4193381369113922  -0.9051024317741394  0.03748581185936928  -0.9055968523025513  -0.42247968912124634,-72.28443771600723  13.619082979857922  839.9071097373962,-1
58,574,11,0.9999929666519165,-0.774567723274231  -0.6317251920700073  0.031117819249629974  -0.14316748082637787  0.12719304859638214  -0.9814911484718323  0.6160747408866882  -0.7646864652633667  -0.18896208703517914,-25.782911106944084  -15.014012344181538  925.3256320953369,-1
56,603,11,0.9999880790710449,-0.9749227166175842  -0.2115277349948883  0.0691508799791336  -0.13189338147640228  0.29892075061798096  -0.9451193809509277  0.17924831807613373  -0.9305388927459717  -0.31932368874549866,120.57874351739883  2.6871426962316036  797.0641851425171,-1
52,57,11,0.8838477730751038,0.5927122235298157  0.7887377738952637  0.16304966807365417  0.5568576455116272  -0.25505170226097107  -0.7904797792434692  -0.5818950533866882  0.5593223571777344  -0.5903868079185486,29.867444187402725  -3.439646912738681  949.474573135376,-1
52,164,11,0.925970733165741,0.7540782690048218  0.6511379480361938  0.08593961596488953  0.40024226903915405  -0.35183605551719666  -0.8461781740188599  -0.5207419395446777  0.6724811792373657  -0.525924801826477,-91.12251549959183  -53.248997777700424  967.4739241600037,-1
58,642,11,0.9999794960021973,-0.7734770178794861  -0.6267679333686829  0.09431586414575577  -0.26949983835220337  0.19053499400615692  -0.9439631700515747  0.5736753344535828  -0.7555519342422485  -0.31628820300102234,-8.755461312830448  -49.15253818035126  931.8734407424927,-1
58,1082,11,0.9999986886978149,-0.6020213961601257  -0.7968496084213257  0.05100042745471001  -0.20250409841537476  0.0905844047665596  -0.9750829339027405  0.7723745107650757  -0.5973484516143799  -0.2158990502357483,-13.500242494046688  14.858109876513481  896.0180878639221,-1
